reviewerid,reviewno_reviewers,analoral_ct,cuddling_ct,cunninlingus_ct,ejaculationonbody_ct,fellatio_ct,intercourseanal_ct,intercoursevaginal_ct,kissing_ct,manualanalstimulation_ct,manualpenilestimulation_ct,manualvaginalstimulation_ct,massage_ct,sm_ct,testiclestimulation_ct,threesome_ct,analoral_ct_bin,cuddling_ct_bin,cunninlingus_ct_bin,ejaculationonbody_ct_bin,fellatio_ct_bin,intercourseanal_ct_bin,intercoursevaginal_ct_bin,kissing_ct_bin,manualanalstimulation_ct_bin,manualpenilestimulation_ct_bin,manualvaginalstimulation_ct_bin,massage_ct_bin,sm_ct_bin,testiclestimulation_ct_bin,threesome_ct_bin,avgspph_p50,avgspph_sd,avgspph_avg,app_reviewer_p50,app_reviewer_sd,app_reviewer_avg,perf_reviewer_p50,perf_reviewer_sd,perf_reviewer_avg,cscore_reviewer_p50,cscore_reviewer_sd,cscore_reviewer_avg,rvwdate_last_reviewer,rvwyear_last_reviewer,rvwdate_first_reviewer,rvwyear_first_reviewer,rptescorts_reviewers,rvwduration_years_reviewer,rvwduration_days_reviewer,appgap_reviewer_p50,age_cont2_p50,height_cont2_p50,breastsize_cont2_p50,breastcup_cont_p50,hairlength_cont_p50,kiss_bin_p50,kiss_tongue_bin_p50,blowjob_bin_p50,blowjob_condom_bin_p50,cuminmouth_bin_p50,touchpussy_bin_p50,lickpussy_bin_p50,sex_bin_p50,multiplepops_bin_p50,anal_bin_p50,rimming_bin_p50,sm_bin_p50,twogirlaction_bin_p50,bringsecondprovider_bin_p50,multipleguys_bin_p50,avgpph_p50,reviewno_escort_sd,appgap_reviewer_sd,age_cont2_sd,height_cont2_sd,breastsize_cont2_sd,breastcup_cont_sd,hairlength_cont_sd,kiss_bin_sd,kiss_tongue_bin_sd,blowjob_bin_sd,blowjob_condom_bin_sd,cuminmouth_bin_sd,touchpussy_bin_sd,lickpussy_bin_sd,sex_bin_sd,multiplepops_bin_sd,anal_bin_sd,rimming_bin_sd,sm_bin_sd,twogirlaction_bin_sd,bringsecondprovider_bin_sd,multipleguys_bin_sd,avgpph_sd,reviewno_escort_avg,appgap_reviewer_avg,age_cont2_avg,height_cont2_avg,breastsize_cont2_avg,breastcup_cont_avg,hairlength_cont_avg,kiss_bin_avg,kiss_tongue_bin_avg,blowjob_bin_avg,blowjob_condom_bin_avg,cuminmouth_bin_avg,touchpussy_bin_avg,lickpussy_bin_avg,sex_bin_avg,multiplepops_bin_avg,anal_bin_avg,rimming_bin_avg,sm_bin_avg,twogirlaction_bin_avg,bringsecondprovider_bin_avg,multipleguys_bin_avg,ontime_bin_avg,smokes_bin_avg,breastimplants_bin_avg,pubichair_cont_avg,transsexual_bin_avg,servicearea_bin_escort_avg,servicearea_bin_massage_avg,servicearea_bin_sm_avg,servicearea_bin_multiple_avg,pornstar_bin_avg,avgpph_avg,unqescorts_reviewers,ethnicity_n,ethnicity_mode,build_n,build_mode,breastappearance_n,breastappearance_mode,haircolor_n,haircolor_mode,hairtype_n,hairtype_mode,service_n,service_mode,reviewno_escort_max,reviewno_escort_min
34315,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,250,,250,8,,8,9,,9,8.5,,8.5,01dec2002,2002,01dec2002,2002,0,0,0,-1,36,63,36,5,5,1,1,1,0,0,1,0,1,1,0,,,0,0,0,250,,,,,,,,,,,,,,,,,,,,,,,,12,-1,36,63,36,5,5,1,1,1,0,0,1,0,1,1,0,,,0,0,0,1,0,0,2,0,1,1,0,1,0,250,1,1,White,1,Average,1,Super nice,1,Red,1,Some curls,1,Escort/Massage,12,12
34317,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,300,,300,7,,7,9,,9,8,,8,01jan2005,2005,01jan2005,2005,0,0,0,-2,26,66,38,5,6,1,1,1,0,1,1,1,1,1,1,,1,1,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,40,-2,26,66,38,5,6,1,1,1,0,1,1,1,1,1,1,,1,1,0,0,1,1,0,,0,1,0,1,1,0,300,1,1,White,1,Baby fat,1,Super nice,1,Black,1,Some curls,1,Escort/S&M,40,40
34326,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,133,,133,9,,9,9,,9,9,,9,01nov2002,2002,01nov2002,2002,0,0,0,0,21,66,36,2,6,1,1,1,1,,1,1,1,1,1,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,7,0,21,66,36,2,6,1,1,1,1,,1,1,1,1,1,,,,,,1,0,1,,1,1,0,1,1,0,133,1,1,Latina,1,Athletic,1,Perky,1,Brown,1,Straight,1,Escort/S&M,7,7
34333,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,200,,200,9,,9,9,,9,9,,9,01sep2007,2007,01sep2007,2007,0,0,0,0,41,63,34,3,3,1,1,1,0,0,1,1,1,1,,,,1,1,1,200,,,,,,,,,,,,,,,,,,,,,,,,10,0,41,63,34,3,3,1,1,1,0,0,1,1,1,1,,,,1,1,1,1,0,0,0,0,1,1,0,1,,200,1,1,White,1,Average,1,Youthful,1,Brown,1,Straight,1,Escort/Massage,10,10
34377,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,250,,250,8,,8,9,,9,8.5,,8.5,01dec2006,2006,01dec2006,2006,0,0,0,-1,26,63,32,1,2,1,1,1,0,,1,1,1,1,,,,,1,,250,,,,,,,,,,,,,,,,,,,,,,,,9,-1,26,63,32,1,2,1,1,1,0,,1,1,1,1,,,,,1,,0,1,0,0,0,1,1,0,1,0,250,1,1,White,1,Skinny,1,Perky,1,Blonde,1,Some curls,1,Escort/Massage,9,9
34382,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,375,,375,9,,9,9,,9,9,,9,01jan2003,2003,01jan2003,2003,0,0,0,0,36,63,34,4,5,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,276,,,,,,,,,,,,,,,,,,,,,,,,149,0,36,63,34,4,5,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,276,1,1,White,1,Average,1,Youthful,1,Red,1,Straight,1,Escort,149,149
34397,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,250,,250,9,,9,9,,9,9,,9,01apr2007,2007,01apr2007,2007,0,0,0,0,46,69,36,4,5,1,1,1,0,0,1,1,1,0,,,,1,,0,250,,,,,,,,,,,,,,,,,,,,,,,,131,0,46,69,36,4,5,1,1,1,0,0,1,1,1,0,,,,1,,0,1,1,1,0,0,1,1,0,1,0,250,1,1,White,1,Skinny,1,Rock hard,1,Bleached,1,Some curls,1,Escort/Massage,131,131
34418,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01jun2009,2009,01jun2009,2009,0,0,0,-1,36,66,45,7,4,1,1,1,0,1,,,1,,0,,1,,,0,200,,,,,,,,,,,,,,,,,,,,,,,,22,-1,36,66,45,7,4,1,1,1,0,1,,,1,,0,,1,,,0,1,0,0,,0,1,1,0,1,0,200,1,1,White,1,Very fat,1,Really saggy,1,Red,1,Straight,1,Escort/Massage,22,22
34437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,,300,9,,9,9,,9,9,,9,01jan2005,2005,01jan2005,2005,0,0,0,0,21,66,38,5,4,,,1,1,0,1,0,1,1,1,,0,,,1,300,,,,,,,,,,,,,,,,,,,,,,,,28,0,21,66,38,5,4,,,1,1,0,1,0,1,1,1,,0,,,1,1,0,0,,0,1,1,0,1,0,300,1,1,White,1,Baby fat,1,Super nice,1,Blonde,1,Curly,1,Escort/Massage,28,28
34499,1,0,0,0,0,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,135,,135,7,,7,9,,9,8,,8,01jul2004,2004,01jul2004,2004,0,0,0,-2,21,66,32,2,3,1,1,1,0,1,1,0,1,,1,,0,1,,,135,,,,,,,,,,,,,,,,,,,,,,,,33,-2,21,66,32,2,3,1,1,1,0,1,1,0,1,,1,,0,1,,,1,1,0,0,0,1,1,0,1,0,135,1,1,White,1,Thin,1,Youthful,1,Bleached,1,Straight,1,Escort/Massage,33,33
34649,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,265,,265,8,,8,9,,9,8.5,,8.5,01jul2007,2007,01jul2007,2007,0,0,0,-1,21,60,38,4,6,1,1,1,0,0,1,1,1,1,1,,0,,0,,265,,,,,,,,,,,,,,,,,,,,,,,,2,-1,21,60,38,4,6,1,1,1,0,0,1,1,1,1,1,,0,,0,,1,0,,,0,1,1,0,1,,265,1,1,Latina,1,Baby fat,1,Super nice,1,Black,1,Straight,1,Escort/Massage,2,2
34661,1,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,325,,325,9,,9,9,,9,9,,9,01jul2010,2010,01jul2010,2010,0,0,0,0,26,66,36,5,5,1,1,1,0,,1,1,1,1,,,0,1,1,0,325,,,,,,,,,,,,,,,,,,,,,,,,31,0,26,66,36,5,5,1,1,1,0,,1,1,1,1,,,0,1,1,0,1,0,0,0,0,1,0,0,0,0,325,1,1,White,1,Athletic,1,Youthful,1,Blonde,1,Some curls,1,Escort,31,31
34670,1,0,0,2,0,0,0,1,4,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,160,,160,9,,9,9,,9,9,,9,01feb2011,2011,01feb2011,2011,0,0,0,0,21,63,30,1,2,0,0,1,1,0,1,1,1,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,4,0,21,63,30,1,2,0,0,1,1,0,1,1,1,,,,,,,,1,1,0,0,0,1,0,0,0,0,160,1,1,White,1,Thin,1,Average,1,Brown,1,Straight,1,Escort,4,4
34809,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375,,375,9,,9,9,,9,9,,9,01mar2008,2008,01mar2008,2008,0,0,0,0,21,69,36,5,5,1,1,1,0,,1,1,1,1,0,,0,1,1,,375,,,,,,,,,,,,,,,,,,,,,,,,66,0,21,69,36,5,5,1,1,1,0,,1,1,1,1,0,,0,1,1,,1,0,1,0,0,1,1,0,1,0,375,1,1,White,1,Athletic,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,66,66
34865,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350,,350,9,,9,9,,9,9,,9,01nov2005,2005,01nov2005,2005,0,0,0,0,18,63,34,1,5,1,1,1,1,0,1,1,0,1,0,,,1,1,,350,,,,,,,,,,,,,,,,,,,,,,,,3,0,18,63,34,1,5,1,1,1,1,0,1,1,0,1,0,,,1,1,,1,0,0,0,0,1,1,0,1,0,350,1,1,White,1,Thin,1,Youthful,1,Blonde,1,Some curls,1,Escort/Massage,3,3
34897,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,,250,9,,9,9,,9,9,,9,01aug2007,2007,01aug2007,2007,0,0,0,0,18,66,34,3,6,0,0,1,1,0,1,,1,,0,,1,,1,,250,,,,,,,,,,,,,,,,,,,,,,,,2,0,18,66,34,3,6,0,0,1,1,0,1,,1,,0,,1,,1,,1,1,0,,0,1,0,1,1,,250,1,1,Russian,1,Athletic,1,Average,1,Bleached,1,Straight,1,Escort/Massage/S&M,2,2
34914,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,300,,300,9,,9,9,,9,9,,9,01apr2007,2007,01apr2007,2007,0,0,0,0,31,63,34,4,4,,,,,,1,1,1,,1,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,8,0,31,63,34,4,4,,,,,,1,1,1,,1,,,,,,1,1,,0,0,1,1,0,1,,300,1,1,White,1,Average,1,Rock hard,1,Blonde,1,Straight,1,Escort/Massage,8,8
34918,1,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,350,,350,8,,8,9,,9,8.5,,8.5,01jan2006,2006,01jan2006,2006,0,0,0,-1,21,66,34,3,6,1,1,1,0,1,1,1,1,1,1,,,1,,,350,,,,,,,,,,,,,,,,,,,,,,,,22,-1,21,66,34,3,6,1,1,1,0,1,1,1,1,1,1,,,1,,,1,0,0,,0,1,1,0,1,0,350,1,1,White,1,Athletic,1,Perky,1,Brown,1,Straight,1,Escort/Massage,22,22
34930,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,319.33334,,319.33334,7,,7,9,,9,8,,8,01jul2008,2008,01jul2008,2008,0,0,0,-2,36,66,36,4,5,1,1,1,0,0,1,1,1,1,0,0,0,1,0,,319.33334,,,,,,,,,,,,,,,,,,,,,,,,132,-2,36,66,36,4,5,1,1,1,0,0,1,1,1,1,0,0,0,1,0,,1,0,1,0,0,1,1,0,1,0,319.33334,1,1,White,1,Average,1,Super nice,1,Red,1,Some curls,1,Escort/Massage,132,132
34935,1,0,2,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01dec2004,2004,01dec2004,2004,0,0,0,-1,36,66,42,5,4,1,1,1,0,0,1,1,1,1,0,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,10,-1,36,66,42,5,4,1,1,1,0,0,1,1,1,1,0,,,,,,1,0,1,0,0,1,0,1,1,0,300,1,1,Latina,1,Athletic,1,Super nice,1,Black,1,Straight,1,Escort/Massage/S&M,10,10
34985,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01jun2005,2005,01jun2005,2005,0,0,0,-1,18,63,32,1,5,1,1,1,0,,1,,1,1,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,30,-1,18,63,32,1,5,1,1,1,0,,1,,1,1,,,,,,,1,1,0,2,0,1,0,0,0,0,300,1,1,White,1,Skinny,1,Youthful,1,Red,1,Curly,1,Escort,30,30
34990,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400,,400,9,,9,9,,9,9,,9,01dec2010,2010,01dec2010,2010,0,0,0,0,26,66,34,3,5,1,0,1,0,,1,1,1,0,0,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,2,0,26,66,34,3,5,1,0,1,0,,1,1,1,0,0,,,,,,1,0,0,0,0,1,0,1,1,,400,1,1,White,1,Average,1,Perky,1,Brown,1,Some curls,1,Escort/Massage/S&M,2,2
35012,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01jul2010,2010,01jul2010,2010,0,0,0,-1,26,63,34,2,4,1,0,1,0,0,1,1,1,,0,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,5,-1,26,63,34,2,4,1,0,1,0,0,1,1,1,,0,,,,,,1,1,0,,0,1,0,1,1,0,200,1,1,White,1,Athletic,1,Youthful,1,Blonde,1,Straight,1,Escort/Massage/S&M,5,5
35034,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,250,,250,8,,8,9,,9,8.5,,8.5,01jun2005,2005,01jun2005,2005,0,0,0,-1,26,63,34,1,4,1,0,1,0,0,1,1,1,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,6,-1,26,63,34,1,4,1,0,1,0,0,1,1,1,,,,,,,,1,0,0,0,0,1,0,1,1,0,250,1,1,Spanish,1,Thin,1,Youthful,1,Brown,1,Straight,1,Escort/Massage/S&M,6,6
35079,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,250,,250,8,,8,9,,9,8.5,,8.5,01jun2011,2011,01jun2011,2011,0,0,0,-1,41,66,34,2,5,1,1,1,0,0,,,1,0,0,,0,0,0,0,250,,,,,,,,,,,,,,,,,,,,,,,,13,-1,41,66,34,2,5,1,1,1,0,0,,,1,0,0,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,250,1,1,White,1,Thin,1,Droopy,1,Blonde,1,Straight,1,Escort,13,13
35102,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01mar2007,2007,01mar2007,2007,0,0,0,-1,26,63,34,3,4,1,1,1,1,0,1,1,1,1,,,,,,0,200,,,,,,,,,,,,,,,,,,,,,,,,64,-1,26,63,34,3,4,1,1,1,1,0,1,1,1,1,,,,,,0,1,0,0,0,0,1,0,1,1,0,200,1,1,White,1,Baby fat,1,Average,1,Brown,1,Straight,1,Escort/Massage/S&M,64,64
35158,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,180,,180,8,,8,9,,9,8.5,,8.5,01feb2010,2010,01feb2010,2010,0,0,0,-1,26,63,38,5,5,0,0,1,1,0,1,1,1,,,,1,,,,180,,,,,,,,,,,,,,,,,,,,,,,,10,-1,26,63,38,5,5,0,0,1,1,0,1,1,1,,,,1,,,,1,0,0,0,0,1,0,1,1,0,180,1,1,White,1,Athletic,1,Super nice,1,Black,1,Some curls,1,Escort/S&M,10,10
35181,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,300,,300,8,,8,9,,9,8.5,,8.5,01feb2008,2008,01feb2008,2008,0,0,0,-1,26,63,38,4,5,1,1,1,0,1,1,1,1,1,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,15,-1,26,63,38,4,5,1,1,1,0,1,1,1,1,1,,,,,,,1,0,,0,0,1,0,1,1,0,300,1,1,Spanish,1,Thin,1,Super nice,1,Black,1,Straight,1,Escort/Massage/S&M,15,15
35208,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,275,,275,9,,9,9,,9,9,,9,01feb2006,2006,01feb2006,2006,0,0,0,0,21,60,36,3,3,1,1,1,0,,1,1,1,1,,,0,,,,275,,,,,,,,,,,,,,,,,,,,,,,,48,0,21,60,36,3,3,1,1,1,0,,1,1,1,1,,,0,,,,1,0,1,,0,1,1,0,1,0,275,1,1,White,1,Skinny,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,48,48
35250,1,0,0,0,0,0,0,4,6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,225,,225,9,,9,9,,9,9,,9,01jan2011,2011,01jan2011,2011,0,0,0,0,21,69,34,0,5,1,1,1,1,0,,,1,0,1,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,2,0,21,69,34,0,5,1,1,1,1,0,,,1,0,1,,,,,,1,0,0,2,1,1,0,0,0,0,225,1,1,Latina,1,Athletic,1,Flat,1,Black,1,Straight,1,Escort,2,2
35264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,,225,9,,9,9,,9,9,,9,01jul2006,2006,01jul2006,2006,0,0,0,0,26,72,38,5,4,1,1,1,0,0,1,1,1,1,0,,,1,1,,225,,,,,,,,,,,,,,,,,,,,,,,,95,0,26,72,38,5,4,1,1,1,0,0,1,1,1,1,0,,,1,1,,1,0,1,0,0,1,1,0,1,0,225,1,1,White,1,Athletic,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,95,95
35285,1,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,366.66666,,366.66666,8,,8,9,,9,8.5,,8.5,01jan2008,2008,01jan2008,2008,0,0,0,-1,21,66,36,5,7,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,366.66666,,,,,,,,,,,,,,,,,,,,,,,,48,-1,21,66,36,5,7,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0,0,0,0,1,0,1,1,0,366.66666,1,1,White,1,Average,1,Super nice,1,Brown,1,Some curls,1,Escort/Massage/S&M,48,48
35320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01may2005,2005,01may2005,2005,0,0,0,-1,26,66,29,0,5,1,1,1,0,,1,1,1,1,1,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,36,-1,26,66,29,0,5,1,1,1,0,,1,1,1,1,1,,,,,,0,0,1,0,1,1,1,0,1,0,300,1,1,Asian,1,Heavy,1,Flat,1,Brown,1,Straight,1,Escort/Massage,36,36
35323,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,350,,350,9,,9,9,,9,9,,9,01feb2008,2008,01feb2008,2008,0,0,0,0,26,69,34,4,5,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,350,,,,,,,,,,,,,,,,,,,,,,,,151,0,26,69,34,4,5,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,350,1,1,White,1,Thin,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,151,151
35350,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01jan2007,2007,01jan2007,2007,0,0,0,-1,41,72,40,4,5,1,1,1,0,0,1,1,1,1,1,,1,,,,200,,,,,,,,,,,,,,,,,,,,,,,,22,-1,41,72,40,4,5,1,1,1,0,0,1,1,1,1,1,,1,,,,1,1,0,,0,1,0,1,1,0,200,1,1,White,1,Athletic,1,Droopy,1,Brown,1,Some curls,1,Escort/Massage/S&M,22,22
35423,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,200,,200,9,,9,9,,9,9,,9,01nov2004,2004,01nov2004,2004,0,0,0,0,21,69,38,5,5,1,1,1,1,0,1,1,1,1,1,,0,1,1,,200,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,69,38,5,5,1,1,1,1,0,1,1,1,1,1,,0,1,1,,1,0,0,0,0,1,1,0,1,0,200,1,1,African american,1,Athletic,1,Super nice,1,Black,1,Other,1,Escort/Massage,1,1
35429,1,0,0,2,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,300,,300,7,,7,9,,9,8,,8,01may2011,2011,01may2011,2011,0,0,0,-2,41,63,36,1,4,1,1,1,0,,1,1,1,,,0,0,0,,,300,,,,,,,,,,,,,,,,,,,,,,,,87,-2,41,63,36,1,4,1,1,1,0,,1,1,1,,,0,0,0,,,1,0,0,2,0,1,1,0,1,0,300,1,1,White,1,Athletic,1,Youthful,1,Brown,1,Straight,1,Escort/Massage,87,87
35532,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01may2004,2004,01may2004,2004,0,0,0,-1,18,63,34,2,5,,,1,1,,1,,1,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,8,-1,18,63,34,2,5,,,1,1,,1,,1,,,,,,,,1,0,0,,0,1,1,0,1,0,200,1,1,African american,1,Athletic,1,Youthful,1,Black,1,Permed,1,Escort/Massage,8,8
35703,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,306.66666,,306.66666,8,,8,9,,9,8.5,,8.5,01mar2011,2011,01mar2011,2011,0,0,0,-1,26,63,34,3,5,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,306.66666,,,,,,,,,,,,,,,,,,,,,,,,89,-1,26,63,34,3,5,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,,0,1,1,0,1,0,306.66666,1,1,Asian,1,Thin,1,Perky,1,Brown,1,Straight,1,Escort/Massage,89,89
35714,1,0,0,0,0,0,0,3,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,350,,350,9,,9,9,,9,9,,9,01dec2010,2010,01dec2010,2010,0,0,0,0,26,60,34,4,4,1,1,1,0,0,1,1,1,1,0,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,23,0,26,60,34,4,4,1,1,1,0,0,1,1,1,1,0,,,,,,1,0,0,0,0,1,1,0,1,0,350,1,1,White,1,Thin,1,Perky,1,Blonde,1,Straight,1,Escort/Massage,23,23
35725,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400,,400,8,,8,9,,9,8.5,,8.5,01may2011,2011,01may2011,2011,0,0,0,-1,21,66,34,3,5,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,400,,,,,,,,,,,,,,,,,,,,,,,,14,-1,21,66,34,3,5,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,400,1,1,White,1,Athletic,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,14,14
35773,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,260,,260,8,,8,9,,9,8.5,,8.5,01dec2005,2005,01dec2005,2005,0,0,0,-1,31,63,36,3,4,1,1,1,0,0,1,0,1,1,,,0,,,,260,,,,,,,,,,,,,,,,,,,,,,,,5,-1,31,63,36,3,4,1,1,1,0,0,1,0,1,1,,,0,,,,1,1,0,,0,1,1,0,1,0,260,1,1,White,1,Flabby,1,Droopy,1,Black,1,Straight,1,Escort/Massage,5,5
35774,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,400,,400,9,,9,9,,9,9,,9,01oct2003,2003,01oct2003,2003,0,0,0,0,31,63,36,3,3,1,1,1,0,0,1,1,1,,,,,,,0,400,,,,,,,,,,,,,,,,,,,,,,,,8,0,31,63,36,3,3,1,1,1,0,0,1,1,1,,,,,,,0,1,0,,0,0,1,1,0,1,0,400,1,1,White,1,Average,1,Super nice,1,Blonde,1,Some curls,1,Escort/Massage,8,8
